id	cardId	msg	eventType	options	created_at	updated_at
668	002D06224	["DAY"]	3	{"conf": {"pin": "----", "mode": 1, "phone": ["0614560149", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["22", "*", "*", "*"]}, "firm": "T108", "stat1": [4, 0, 0, 0, 0, 0, 0, 0, 5], "maxtemp": -99}	2019-09-25 12:43:19	2019-09-25 12:43:19
667	002D06224	["DAY"]	3	{"conf": {"pin": "----", "mode": 1, "phone": ["0614560149", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["22", "*", "*", "*"]}, "firm": "T108", "stat1": [3, 0, 0, 0, 0, 0, 0, 0, 4], "maxtemp": -99}	2019-09-25 12:42:19	2019-09-25 12:42:19
666	002D06224	["DAY"]	3	{"conf": {"pin": "----", "mode": 1, "phone": ["0614560149", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["22", "*", "*", "*"]}, "firm": "T108", "stat1": [2, 0, 0, 0, 0, 0, 0, 0, 3], "maxtemp": -99}	2019-09-25 12:41:21	2019-09-25 12:41:21
665	002D06224	["DAY"]	3	{"conf": {"pin": "----", "mode": 1, "phone": ["0614560149", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["22", "*", "*", "*"]}, "firm": "T108", "stat1": [1, 0, 0, 0, 0, 0, 0, 0, 2], "maxtemp": -99}	2019-09-25 12:40:49	2019-09-25 12:40:49
664	002D06224	["DAY"]	3	{"conf": {"pin": "----", "mode": 1, "phone": ["0614560149", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["22", "*", "*", "*"]}, "firm": "T108", "stat1": [0, 0, 0, 0, 0, 0, 0, 0, 1], "maxtemp": 0}	2019-09-25 12:39:20	2019-09-25 12:39:20
663	FFFF65535	["ACK"]	1	{"tic": "1AFB", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-09-25 10:57:32	2019-09-25 10:57:32
662	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT PRESSION"]	2	{"tic": "BF63", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-09-25 10:57:24	2019-09-25 10:57:24
661	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [119, 7, 0, 0, 0, 0, 0, 0, 120]}	2019-09-25 09:08:05	2019-09-25 09:08:05
660	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [118, 7, 0, 0, 0, 0, 0, 0, 119]}	2019-09-24 09:12:40	2019-09-24 09:12:40
659	FFFF65535	["ACK"]	1	{"tic": "C8D0", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-09-23 17:26:21	2019-09-23 17:26:21
658	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT PRESSION"]	2	{"tic": "1296", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-09-23 17:26:12	2019-09-23 17:26:12
657	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [117, 7, 0, 0, 0, 0, 0, 0, 118]}	2019-09-23 09:17:15	2019-09-23 09:17:15
656	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [116, 7, 0, 0, 0, 0, 0, 0, 117]}	2019-09-22 09:21:51	2019-09-22 09:21:51
655	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [115, 7, 0, 0, 0, 0, 0, 0, 116]}	2019-09-21 09:26:36	2019-09-21 09:26:36
654	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [114, 7, 0, 0, 0, 0, 0, 0, 115]}	2019-09-20 09:31:21	2019-09-20 09:31:21
653	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [113, 7, 0, 0, 0, 0, 0, 0, 114]}	2019-09-19 09:36:00	2019-09-19 09:36:00
652	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [112, 7, 0, 0, 0, 0, 0, 0, 113]}	2019-09-18 09:40:41	2019-09-18 09:40:41
651	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [111, 7, 0, 0, 0, 0, 0, 0, 112]}	2019-09-17 09:45:17	2019-09-17 09:45:17
650	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [110, 7, 0, 0, 0, 0, 0, 0, 111]}	2019-09-16 09:49:54	2019-09-16 09:49:54
649	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [109, 7, 0, 0, 0, 0, 0, 0, 110]}	2019-09-15 09:54:37	2019-09-15 09:54:37
648	FFFF65535	["ACK"]	1	{"tic": "710E", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-09-14 10:13:25	2019-09-14 10:13:25
647	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT PRESSION"]	2	{"tic": "8007", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-09-14 10:13:16	2019-09-14 10:13:16
646	FFFF65535	["ACK"]	1	{"tic": "D860", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-09-14 10:08:12	2019-09-14 10:08:12
645	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT GAZ"]	2	{"tic": "B036", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-09-14 10:08:03	2019-09-14 10:08:03
644	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [108, 7, 0, 0, 0, 0, 0, 0, 109]}	2019-09-14 09:59:17	2019-09-14 09:59:17
643	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [107, 7, 0, 0, 0, 0, 0, 0, 108]}	2019-09-13 10:03:56	2019-09-13 10:03:56
642	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [106, 7, 0, 0, 0, 0, 0, 0, 107]}	2019-09-12 10:08:32	2019-09-12 10:08:32
641	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [105, 7, 0, 0, 0, 0, 0, 0, 106]}	2019-09-11 10:13:10	2019-09-11 10:13:10
640	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [104, 7, 0, 0, 0, 0, 0, 0, 105]}	2019-09-10 10:17:52	2019-09-10 10:17:52
639	006006224	["ACK"]	1	{"tic": "ECD1", "transfo": {"num": 2, "uid": "006006224", "firm": "T107", "type": "1"}}	2019-09-09 19:03:40	2019-09-09 19:03:40
638	006006224	["TRANSFORMATEUR", "2", "DECLENCHEMENT", "* DEFAUT PRESSION"]	2	{"tic": "AC57", "transfo": {"num": 2, "uid": "006006224", "firm": "T107", "type": "1"}}	2019-09-09 19:03:31	2019-09-09 19:03:31
637	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [103, 7, 0, 0, 0, 0, 0, 0, 104]}	2019-09-09 10:22:36	2019-09-09 10:22:36
636	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [102, 7, 0, 0, 0, 0, 0, 0, 103]}	2019-09-08 10:27:18	2019-09-08 10:27:18
635	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [101, 7, 0, 0, 0, 0, 0, 0, 102]}	2019-09-07 10:31:55	2019-09-07 10:31:55
634	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [100, 7, 0, 0, 0, 0, 0, 0, 101]}	2019-09-06 10:36:37	2019-09-06 10:36:37
633	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [99, 7, 0, 0, 0, 0, 0, 0, 100]}	2019-09-05 10:41:19	2019-09-05 10:41:19
632	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [98, 7, 0, 0, 0, 0, 0, 0, 99]}	2019-09-04 10:46:02	2019-09-04 10:46:02
631	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [97, 7, 0, 0, 0, 0, 0, 0, 98]}	2019-09-03 10:50:46	2019-09-03 10:50:46
630	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [96, 7, 0, 0, 0, 0, 0, 0, 97]}	2019-09-02 10:55:30	2019-09-02 10:55:30
629	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [95, 7, 0, 0, 0, 0, 0, 0, 96]}	2019-09-01 11:00:11	2019-09-01 11:00:11
628	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [94, 7, 0, 0, 0, 0, 0, 0, 95]}	2019-08-31 11:04:48	2019-08-31 11:04:48
627	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [93, 7, 0, 0, 0, 0, 0, 0, 94]}	2019-08-30 11:09:30	2019-08-30 11:09:30
626	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [92, 7, 0, 0, 0, 0, 0, 0, 93]}	2019-08-29 11:14:05	2019-08-29 11:14:05
625	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [91, 7, 0, 0, 0, 0, 0, 0, 92]}	2019-08-28 11:18:39	2019-08-28 11:18:39
624	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT PRESSION"]	2	{"tic": "5330", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-27 17:23:02	2019-08-27 17:23:02
623	FFFF65535	["ACK"]	1	{"tic": "2E26", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-27 17:00:34	2019-08-27 17:00:34
622	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT GAZ"]	2	{"tic": "8F43", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-27 17:00:25	2019-08-27 17:00:25
621	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [90, 7, 0, 0, 0, 0, 0, 0, 91]}	2019-08-27 11:23:16	2019-08-27 11:23:16
620	FFFF65535	["ACK"]	1	{"tic": "B6E4", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-27 11:14:33	2019-08-27 11:14:33
619	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT GAZ"]	2	{"tic": "8A3D", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-27 11:14:24	2019-08-27 11:14:24
618	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [89, 7, 0, 0, 0, 0, 0, 0, 90]}	2019-08-26 11:27:54	2019-08-26 11:27:54
617	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [88, 7, 0, 0, 0, 0, 0, 0, 89]}	2019-08-25 11:32:33	2019-08-25 11:32:33
616	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [87, 7, 0, 0, 0, 0, 0, 0, 88]}	2019-08-24 11:37:10	2019-08-24 11:37:10
615	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [86, 7, 0, 0, 0, 0, 0, 0, 87]}	2019-08-23 11:41:49	2019-08-23 11:41:49
614	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [85, 7, 0, 0, 0, 0, 0, 0, 86]}	2019-08-22 11:46:31	2019-08-22 11:46:31
613	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [84, 7, 0, 0, 0, 0, 0, 0, 85]}	2019-08-21 11:51:09	2019-08-21 11:51:09
612	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [83, 7, 0, 0, 0, 0, 0, 0, 84]}	2019-08-20 11:55:45	2019-08-20 11:55:45
611	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [82, 7, 0, 0, 0, 0, 0, 0, 83]}	2019-08-19 12:00:24	2019-08-19 12:00:24
610	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [81, 7, 0, 0, 0, 0, 0, 0, 82]}	2019-08-18 12:04:58	2019-08-18 12:04:58
609	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [80, 7, 0, 0, 0, 0, 0, 0, 81]}	2019-08-17 12:09:31	2019-08-17 12:09:31
608	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [79, 7, 0, 0, 0, 0, 0, 0, 80]}	2019-08-16 12:14:07	2019-08-16 12:14:07
607	FFFF65535	["ACK"]	1	{"tic": "D549", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-16 11:57:09	2019-08-16 11:57:09
606	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT PRESSION"]	2	{"tic": "2591", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-16 11:57:01	2019-08-16 11:57:01
605	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [78, 7, 0, 0, 0, 0, 0, 0, 79]}	2019-08-15 12:18:42	2019-08-15 12:18:42
604	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [77, 7, 0, 0, 0, 0, 0, 0, 78]}	2019-08-14 12:23:19	2019-08-14 12:23:19
603	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [76, 7, 0, 0, 0, 0, 0, 0, 77]}	2019-08-13 12:27:57	2019-08-13 12:27:57
602	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [75, 7, 0, 0, 0, 0, 0, 0, 76]}	2019-08-12 12:32:36	2019-08-12 12:32:36
601	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [74, 7, 0, 0, 0, 0, 0, 0, 75]}	2019-08-11 12:37:13	2019-08-11 12:37:13
600	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [73, 7, 0, 0, 0, 0, 0, 0, 74]}	2019-08-10 12:41:49	2019-08-10 12:41:49
599	FFFF65535	["ACK"]	1	{"tic": "0ED0", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-10 08:25:50	2019-08-10 08:25:50
598	FFFF65535	["ACK"]	1	{"tic": "E33D", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-09 15:18:58	2019-08-09 15:18:58
597	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT GAZ"]	2	{"tic": "9B85", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-09 15:18:49	2019-08-09 15:18:49
596	FFFF65535	["ACK"]	1	{"tic": "ECB1", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-09 14:06:42	2019-08-09 14:06:42
595	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT PRESSION"]	2	{"tic": "3E4E", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-09 14:06:33	2019-08-09 14:06:33
594	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [72, 7, 0, 0, 0, 0, 0, 0, 73]}	2019-08-09 12:46:21	2019-08-09 12:46:21
593	FFFF65535	["ACK"]	1	{"tic": "E2D8", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-09 11:02:08	2019-08-09 11:02:08
592	FFFF65535	["TRANSFORMATEUR", "12", "ALARME", "* DEFAUT TEMPERATURE 1"]	2	{"tic": "1776", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-09 11:01:59	2019-08-09 11:01:59
591	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [71, 7, 0, 0, 0, 0, 0, 0, 72]}	2019-08-08 12:50:58	2019-08-08 12:50:58
590	FFFF65535	["ACK"]	1	{"tic": "9251", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-07 14:11:58	2019-08-07 14:11:58
589	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT PRESSION"]	2	{"tic": "D0D9", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-07 14:11:49	2019-08-07 14:11:49
588	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [70, 7, 0, 0, 0, 0, 0, 0, 71]}	2019-08-07 12:55:33	2019-08-07 12:55:33
587	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [69, 7, 0, 0, 0, 0, 0, 0, 70]}	2019-08-06 13:00:03	2019-08-06 13:00:03
586	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [68, 7, 0, 0, 0, 0, 0, 0, 69]}	2019-08-05 13:04:35	2019-08-05 13:04:35
585	FFFF65535	["ACK"]	1	{"tic": "9564", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-05 10:14:05	2019-08-05 10:14:05
584	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT PRESSION"]	2	{"tic": "9498", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-05 10:13:57	2019-08-05 10:13:57
583	FFFF65535	["ACK"]	1	{"tic": "72FF", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-05 09:47:51	2019-08-05 09:47:51
582	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT PRESSION"]	2	{"tic": "3A7A", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-05 09:47:42	2019-08-05 09:47:42
581	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [67, 7, 0, 0, 0, 0, 0, 0, 68]}	2019-08-04 13:09:08	2019-08-04 13:09:08
580	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [66, 7, 0, 0, 0, 0, 0, 0, 67]}	2019-08-03 13:13:40	2019-08-03 13:13:40
579	FFFF65535	["ACK"]	1	{"tic": "289D", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-03 12:12:03	2019-08-03 12:12:03
578	FFFF65535	["TRANSFORMATEUR", "12", "DECLENCHEMENT", "* DEFAUT TEMPERATURE 2"]	2	{"tic": "265C", "transfo": {"num": 12, "uid": "FFFF65535", "firm": "D107", "type": "1"}}	2019-08-03 12:11:54	2019-08-03 12:11:54
577	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [65, 7, 0, 0, 0, 0, 0, 0, 66]}	2019-08-02 13:18:13	2019-08-02 13:18:13
576	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [64, 7, 0, 0, 0, 0, 0, 0, 65]}	2019-08-01 13:22:50	2019-08-01 13:22:50
575	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [63, 7, 0, 0, 0, 0, 0, 0, 64]}	2019-07-31 13:27:27	2019-07-31 13:27:27
574	003106224	["DAY"]	3	{"conf": {"pin": "----", "mode": 99, "phone": ["0628541025", "*", "*", "*"], "groupe": "01", "jumper": 1, "slaveid": ["99", "*", "*", "*"]}, "firm": "T107", "stat1": [62, 7, 0, 0, 0, 0, 0, 0, 63]}	2019-07-30 13:31:59	2019-07-30 13:31:59
